Instrument,Numberoffiles (=bVariations),Materiallength
Bassoon Cello Clarinet Horn Piano Saxophone Trumpet Viola Violin,18 6 14 14 89 19 16 13 12,1.44hours 1.88hours 1.15hours 0.82hours 6.12hours 1.16hours 0.38hours 1.61hours 5.60hours
